EvaGreen at 20C Ct																																																																																																
		84	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	85	86	87	88	89	90	91	92	93	94	95	96
		VPA	GOI1	GOI2	GOI3	GOI4	GOI5	GOI6	GOI7	GOI8	GOI9	GOI10	GOI11	GOI12	GOI13	GOI14	GOI15	GOI16	GOI17	GOI18	GOI19	GOI20	GOI21	GOI22	GOI23	GOI24	GOI25	GOI26	GOI27	GOI28	GOI29	GOI30	GOI31	GOI32	GOI33	GOI34	GOI35	GOI36	GOI37	GOI38	GOI39	GOI40	GOI41	GOI42	GOI43	GOI44	GOI45	GOI46	GOI47	GOI48	GOI49	GOI50	GOI51	GOI52	GOI53	GOI54	GOI55	GOI56	GOI57	GOI58	GOI59	GOI60	GOI61	GOI62	GOI63	GOI64	GOI65	GOI66	GOI67	GOI68	GOI69	GOI70	GOI71	GOI72	GOI73	GOI74	GOI75	GOI76	GOI77	GOI78	GOI79	GOI80	GOI81	GOI82	GOI83	GOI84	GOI85	GOI86	GOI87	GOI88	GOI89	GOI90	GOI91	GOI92	GOI93	Neg Ctrl
50	RT301	19.51759286	13.8365054	9.758146307	14.4033965	16.39210984	11.81651989	11.78657403	10.50969642	10.23228097	14.7874798	10.68092952	9.672300096	10.89169306	15.89450464	9.933570829	13.12468669	19.97761683	15.67397022	10.50895456	15.04741637	7.957971892	10.34879616	19.97421217	14.47529669	7.274878753	13.77727768	8.66041627	16.80723223	19.84329629	7.93354729	8.117583153	11.52402105	12.36506729	9.233425349	8.614240572	16.08519919	22.12756947	11.49776618	11.77593652	11.45578494	19.31763672	8.459032928	9.444249405	18.4219229	12.53274168	16.3157317	15.25461322	7.165658102	13.15528531	6.290024604	11.63293768	13.19489769	7.329143952	6.944358542	6.686920855	14.21110663	11.38648012	10.35925176	11.27851879	13.81464149	9.885358136	13.65587824	14.52001868	14.64260727	13.59596725	15.165907	8.379863858	9.505179678	12.33030781	12.25785817	10.00422064	7.697784028	7.844963087	14.50823164	11.38676562	14.4386074	19.10522123	10.41338633	20.22246521	10.00185361	9.469704227	12.36206813	12.73033249	8.23761538	13.78306234	6.753478684	12.45107009	13.49898388	12.40190062	12.06986147	9.70351797	20.94790945	9.1790356	7.054302315	999
51	RT309	16.97268343	13.25696969	11.59334445	15.12544822	15.55987293	11.0363459	12.39720448	10.80616195	10.36667051	14.68576528	9.295947141	7.089274209	10.03181102	17.21022998	10.16375296	13.95246906	15.43481098	15.33958905	13.34151751	14.05589441	5.934868079	10.8846941	16.37881242	12.62259423	7.713523895	13.68663773	9.999442309	15.59976654	19.77240311	7.415455663	7.577779082	10.73250514	15.80627432	6.662751305	8.312324443	15.70192419	22.49717813	19.21180343	9.923929016	11.98524013	19.04109866	8.432384497	8.939541811	16.66352003	13.45284683	12.53922556	14.02785562	7.79462519	10.92634617	5.941491746	11.95513259	14.90898018	8.835147285	9.260847014	6.714469593	12.77722382	19.21331873	10.86211385	11.21703473	12.99801949	10.52211361	14.12969011	16.40146845	16.40315528	11.37670344	14.29514408	7.14073242	9.274405364	14.46881665	13.04375114	10.94946328	6.464903679	6.470757195	13.41555963	11.76984898	14.58996112	15.57716942	10.24789134	16.13050177	11.78397304	8.239258803	14.09717331	13.15920377	6.685684276	13.25991614	7.044249466	12.90490456	13.51460977	13.09126505	13.62480143	8.515463583	20.88637571	9.284125933	7.134832876	999
52	RT317	15.96727537	12.85770453	11.33844508	16.13104945	15.52911275	11.22951631	13.22025132	10.74953015	10.25444746	14.46026715	9.596878649	6.915980499	10.2661655	18.2768075	11.00379292	14.80806124	15.39005119	16.19352485	13.74584981	14.49743776	6.713387205	10.58268693	15.56860558	12.1531999	7.740597362	13.58135474	9.959453139	16.04347792	18.90194814	7.863539037	7.527856175	10.84450165	17.28479547	6.38011928	9.578531571	16.65833145	21.48891044	18.871341	9.770205119	11.81780375	18.15738891	9.417253811	9.288697207	16.63275344	13.28673266	13.40215068	14.56633759	7.744462862	10.39705751	6.056374493	11.97066205	15.28522678	10.17361025	10.35163353	6.907451978	13.06257775	18.59247289	10.79666814	11.03916323	12.64969904	10.34438102	14.91036705	16.93790027	16.9685806	11.23756311	14.59017105	6.832986642	9.275376089	13.98507324	12.86769685	11.07031037	5.804040051	5.895238723	13.07023994	11.68557193	13.97540548	15.58460152	9.868932668	16.28286196	11.99864063	7.867050905	13.96012322	12.94140546	6.430404058	13.82479047	7.111724818	12.73181944	13.93812986	14.33812554	13.48981237	8.294045327	20.92312231	9.351741772	6.962609915	999
53	RT325	15.88410382	13.85663415	11.93040398	12.53402588	17.50115343	11.2175723	13.9750266	10.87437386	10.4600703	14.52668412	10.8513407	10.43989228	10.05932229	16.00194311	9.139053411	11.56187082	18.52735434	15.22276446	16.60997578	18.80816138	5.125940323	11.24801346	15.26731342	11.74995946	7.325743137	13.2766916	8.791272404	12.95520436	15.91770886	12.04324005	7.193281256	10.56706117	16.62548935	10.09443759	13.63599708	15.84752473	21.03985434	16.4368783	11.93069936	11.39219779	16.68353065	13.34938704	7.327138072	16.9378101	14.10829476	15.5835789	18.85560454	7.505441954	15.73914126	6.186613052	10.39440576	15.47875169	8.72319725	10.68555096	7.016874597	17.03914857	16.1259092	12.21866064	11.1804676	12.71889843	12.00620938	16.4546588	21.15082508	16.55458181	16.53974325	18.45336273	12.03068292	9.814706354	13.19471383	13.61314528	10.04201183	9.835670615	9.946841324	12.67325	18.37567409	14.34444314	20.79285618	10.29584216	22.04163086	13.76204407	13.16650343	11.65120142	12.65981553	10.59014245	14.68541262	8.147770898	12.82310942	14.65294182	13.03116595	11.30770086	8.663290716	20.70039579	9.293146965	7.147706515	999
54	RT333	16.82085388	13.95171074	10.7959939	13.69624791	15.31167803	11.2445186	11.87941748	11.19975994	10.43335437	14.30767248	9.972275567	6.897504739	10.24521432	16.15450554	9.227979184	12.36197956	16.93572065	14.6599214	14.89951918	15.87981742	5.368632711	11.55199114	16.70014318	12.20366223	7.70401043	13.99361127	9.082175232	13.75152201	16.48668652	8.376081868	7.473885354	10.79399678	16.44405756	6.941171967	8.99899005	15.39669951	21.547894	17.1919226	10.80293833	11.9503152	17.05586693	8.838367775	7.888077607	15.95581691	12.78822916	13.92946125	16.14551735	7.772917763	11.55152287	6.126990007	11.76236258	15.48287184	8.301945888	10.63117949	7.274454979	14.29578449	16.90605964	10.76830729	11.40031526	12.82517256	10.47084947	14.69481899	17.93406792	16.34255205	11.96112376	15.38372372	7.6540688	9.59382935	14.14308478	12.4889865	10.80092284	6.758247741	6.519608496	12.8207692	12.22700759	14.53547708	17.97358058	10.03999375	16.93394657	12.36482743	8.617778148	13.59561981	13.05339923	6.965174417	13.2370068	7.878067989	12.9652258	14.54226886	12.93237606	13.15204417	8.764029699	21.69078924	9.305456361	7.34861375	999
55	RT341	15.26314007	13.98106306	13.22982079	12.84745337	18.26363307	11.08734568	13.27572808	11.64094026	10.84053442	14.58201109	11.31627281	10.8417716	10.51836626	16.68112412	9.186645398	11.8109477	17.69221148	15.30864345	16.09009779	19.74605439	6.557053951	11.65584009	14.56995925	12.07769919	7.506660144	13.9916348	9.557837593	12.86563387	17.66164461	12.56055968	7.367739053	10.2509148	12.70804861	10.54644093	12.55818609	15.56044643	20.39731326	18.55898685	12.28863565	12.108848	18.37495581	12.27914998	7.579892637	15.77150386	15.44561143	15.6651368	20.83247667	7.738361714	15.8358844	6.501045868	10.91916272	15.83533071	8.260463025	10.39090872	7.426958922	17.62783123	18.33347263	12.79975035	11.80411798	14.42101152	12.61541178	15.96883112	19.78638834	16.81467764	17.00845575	17.33094454	11.40716587	10.07161252	13.07040174	14.1656888	10.85338422	9.989927479	10.08581551	15.76918962	17.20498022	14.78625168	20.65347857	9.909418309	20.5956679	13.99962437	12.3691661	11.94561408	13.38160613	10.24235154	15.30541071	9.6994467	13.58031456	14.54349073	12.40330364	11.74882802	8.777939297	23.10699565	9.67401967	7.594642012	999
56	RT349	17.88783982	13.32909244	8.834350669	16.66391786	14.58787908	11.61910296	11.92295762	10.75902755	9.811113833	14.9078688	8.561405107	5.119231858	9.856198077	16.54132989	10.62938285	15.54599095	14.43191322	13.01122273	13.86712572	13.65475163	8.690190616	10.52382972	16.77560281	12.73231151	7.192203935	12.9975145	9.277971522	17.18587422	16.89313958	5.327272562	7.136398146	11.47268195	17.06976602	4.871553407	5.92122539	13.4564463	20.08053737	20.13499369	9.065965289	11.9684055	17.48555504	6.076502703	9.438748104	16.70169647	11.13774037	11.22631603	13.78985121	7.57680212	8.369198128	5.709706843	11.94398499	14.33737936	8.902613597	8.781741856	6.571502475	11.99670375	19.80027442	7.730885965	10.99332937	12.14219545	7.363965331	12.66220003	11.06689213	16.25361215	8.740030386	13.06063297	5.760567095	8.343816002	15.32191915	10.89415096	10.1725455	4.760358732	4.65434281	13.19124975	8.471667925	14.16725534	15.79135703	8.489782881	15.64866758	9.785458073	6.638271551	14.46585494	12.88939302	4.866238872	11.05607457	6.911214929	12.59119197	12.30119035	12.0504266	13.90669942	7.895900569	20.67591994	8.776732933	6.667606321	999
57	RT357	18.30197212	14.26970896	16.77182293	14.05357356	19.8105816	12.21637379	15.74161476	10.89074075	10.02058799	15.088671	9.676990819	10.46361748	10.04845716	14.61290607	11.57260864	12.90389588	17.6129452	17.19705203	15.60129085	15.1990398	8.628471116	11.0100378	17.39995511	14.62891095	7.149499117	13.34969536	9.044288989	14.97457078	15.07544374	12.85299907	7.124926369	11.38686671	17.01514379	10.15467807	15.01554641	17.58298922	20.73152167	16.97665757	10.9344187	11.29790189	15.73358731	14.68052903	9.815967361	18.51594927	14.26770914	13.77952371	15.26396439	7.550077997	16.59880728	5.767981136	10.47853606	14.35964048	11.8448656	8.82124501	7.314991893	16.40708353	16.59890517	15.45246206	11.39223087	12.73154047	15.18198506	17.3074573	21.97451539	15.87562656	17.53055062	21.25534709	13.91253906	9.258261575	14.88769352	13.82185459	9.656936082	9.894556194	9.954647823	15.54127122	19.48391938	13.96718892	19.69970737	14.23932747	23.70923301	13.39125858	15.01943252	11.80071891	12.2955928	10.07026957	16.23464278	7.96558309	12.6402996	13.40054571	14.92287487	11.42765078	9.402978613	20.19856351	9.370775266	6.685544834	999
58	RT365	15.91711412	14.94938545	8.980560872	14.62240188	15.28346599	12.77926175	9.676854441	12.08675328	11.26364433	13.91990723	10.9740805	6.521402951	11.00989803	17.53546606	9.735843862	13.54989833	16.07859564	13.7855387	14.97492144	16.34868666	7.003876115	12.28767886	15.47554282	12.05053489	8.181881862	14.65993541	10.1496306	14.69618466	17.8305672	5.783661643	8.92620937	11.87328149	17.34889944	6.210421499	5.917890594	14.39690383	21.11755578	19.56610606	10.82794246	13.10871147	18.49069654	6.037255644	9.333646669	15.32305848	12.38938562	13.6847351	16.40070078	8.300574475	7.726685709	6.69429634	13.43344595	16.60832831	7.779056934	10.57911604	8.603285985	13.89993647	19.04110318	8.893807744	12.46055486	13.03626428	8.41144021	13.89166729	12.46964027	16.34561587	7.912464023	13.10171688	6.217733701	10.19229225	14.89514077	12.00397135	11.88826577	5.427774225	5.33884665	12.87990204	8.946189141	14.96906136	15.32195365	9.884310236	15.20564523	10.66447152	7.093274418	16.23908237	13.83374701	5.656874022	11.55233179	8.587998916	13.55047585	15.24392906	13.92535267	15.39572518	9.900546241	21.95930671	9.636761511	7.826973716	999
61	RT294	17.6940969	13.91638007	8.574319339	14.7395027	14.62651249	11.82014527	10.02829766	9.890531863	10.02642544	14.45564083	9.638733474	7.41263794	10.52171657	15.87330972	9.123217236	13.39710131	18.1956095	14.16860433	9.245216521	14.19347302	7.998465833	10.21545805	17.55173508	13.78026322	6.944093438	13.55708422	7.984464373	17.34733345	20.1964745	5.555201423	8.002034502	11.14052254	11.92144691	7.151070503	5.771492724	14.55523461	21.22217413	12.18705382	11.01886094	11.38736103	19.50076196	5.885660344	9.845869176	17.20578527	11.51373475	14.32714314	14.02817731	7.067101246	9.885971082	6.008714384	12.36078706	12.81422972	6.515716017	6.379865713	6.576097907	11.89593186	11.70907127	9.391058327	10.97600196	13.71296005	8.660521593	11.76720124	11.97004886	14.04288467	10.36332226	12.9136019	6.616999281	9.203334028	12.63281392	11.14925658	9.960832166	5.874756562	5.823848075	14.17393826	8.433701885	14.42712873	17.15220017	8.815661977	17.69720625	9.422601936	7.444022485	13.9748711	12.45593597	6.29839099	12.29825581	6.398997568	11.93476586	13.13002477	11.78195387	13.60109371	9.586075791	19.44812192	8.512204381	6.783081119	999
62	RT302	18.4393974	14.11493015	14.90546774	14.53720063	19.45883813	11.23333797	14.41389116	10.19973731	9.880504171	15.00398381	9.857309115	9.915558043	10.22390867	14.64561436	10.84714697	13.31932463	14.56493304	16.83248177	14.59886289	12.65663408	7.723769964	10.45250372	17.71448373	11.4462752	7.107139469	12.17187759	8.296910797	15.96015053	19.44677993	11.69533276	6.943178398	10.36230294	13.75010205	9.859112998	13.57046337	17.39394868	19.5213755	16.16976013	11.11506519	11.2613853	18.64400202	13.31781816	8.536537244	17.7043981	13.67235796	13.69380992	12.77200284	7.057231509	16.78457624	5.457025321	10.57010719	13.48595941	9.17431891	7.613160939	6.334639503	16.68321865	15.97117492	14.81465712	11.07319232	13.85778634	14.48961684	16.35206686	18.73639037	14.5345433	17.45401266	19.26029828	11.42845588	8.89364251	13.91888552	13.38688283	9.592528577	10.05066324	10.22158301	11.52031574	16.5105728	14.3439871	18.50851302	10.45018523	20.42493568	13.23565752	12.69351027	11.71427809	12.51920349	10.17427756	15.24431704	7.413954571	12.47780748	13.20732667	12.9370283	11.28981675	8.850594466	20.36894246	9.34975046	6.739436574	999
63	RT310	18.05853483	13.76607518	9.17813126	16.31509926	15.39757442	12.01417277	10.51511468	10.99466644	10.22930877	14.12060275	9.449365394	6.690961884	10.71585948	16.35340188	11.95593534	15.17569757	15.2230884	14.39317817	11.1619851	11.53703613	9.452380492	10.33835764	17.13684281	10.43662951	7.708768116	13.36890914	9.332530745	17.20496333	17.52110858	5.491506972	8.107571913	11.84969736	11.5893156	6.304437725	5.851848334	15.06272108	20.36093329	16.68653741	9.478785797	12.24363527	17.99943089	5.989571507	11.2653549	16.50195025	11.33518031	12.60990788	11.45661445	7.560174194	8.457869161	5.740336965	12.46007781	13.8494468	7.785428198	8.140170231	7.081813014	11.79855383	16.16914355	9.064675308	11.49246773	13.24791253	8.73474485	11.96748449	12.29716631	15.27153352	8.826205641	12.75001702	5.990291857	8.845902608	15.0519486	11.16559038	10.85875497	5.336761091	5.297339727	10.42154584	8.313139989	14.51021004	13.84872578	9.261931021	16.3365344	9.580911537	6.810301315	15.18992777	13.11219206	5.533923744	12.20400735	6.967582893	12.60817259	12.95302876	13.86220069	14.57819641	8.794103955	21.36801922	8.818584265	7.055880487	999
64	RT318	15.39695783	14.23975253	11.9960538	16.17465991	15.94768096	12.39306253	11.36096836	11.82803927	11.28909524	14.87369306	10.73585257	7.852866701	12.1395032	17.51115549	11.72725269	14.97724485	15.62665853	16.05816642	14.49257691	14.45891924	7.315079205	11.64539151	14.88381952	12.3876082	8.482956501	14.73604232	10.75313819	16.31435728	17.740627	7.541372758	9.030532418	12.34415456	16.48278084	7.421471987	8.533956307	16.3753796	22.59711527	19.57653871	10.77092344	12.94902257	18.00777117	7.789588652	9.630640862	16.34968269	13.85811143	14.57727118	14.53794095	8.181115131	10.54105253	7.116244872	13.24623449	16.43510171	10.19254291	11.25380325	8.933275346	13.84499943	19.82798317	11.39968939	12.38459205	13.99541487	11.1400624	15.04872775	15.7284011	16.98809786	11.12718278	13.78273738	7.029917137	10.3679285	14.5319304	13.43801984	12.50896264	6.183450603	6.460354603	14.83103018	11.45165176	14.82782159	16.94418004	9.636668934	15.85524932	12.22336497	7.921391248	15.27716358	14.57648188	6.806209361	13.64911173	8.22173008	13.64118316	14.58378593	14.90469359	14.90107825	9.809749412	22.45523462	9.891208166	8.053791776	999
65	RT326	15.98360051	13.77674264	12.14048481	12.76639319	17.65622372	11.36978978	14.10596002	11.0634225	10.59980992	14.64446745	11.0633899	10.64345656	10.4043232	16.2260977	9.46843301	11.692538	18.94903417	15.59274674	17.06661781	18.84468568	5.304920224	11.41512985	15.78515221	12.00249616	7.600307539	13.46806462	9.143981208	13.1207389	16.12535418	12.16313821	7.401314	10.67026905	16.82891883	10.51904894	13.92962738	16.08853723	21.58511126	16.63100489	12.0404081	11.59239154	16.91934491	13.56654077	7.604104234	17.15530565	14.50890931	15.77106681	19.2146789	7.679315583	16.02291488	6.233241502	10.48734417	15.65345237	8.902313609	10.60204345	7.161402243	17.05246816	16.22361104	12.49127578	11.20574154	12.64953237	12.21877285	16.42976496	22.00466289	16.38591078	16.83669704	18.66147535	12.36925711	10.27214347	13.49556024	13.73378556	10.09421481	10.00950142	10.12882117	12.60097043	18.70169602	14.46063838	20.75958859	10.57918263	22.26411495	13.73712356	13.56803109	11.77870132	12.84617618	10.6340697	14.68161159	8.205826077	13.03810413	14.81308928	13.31456364	11.34017113	8.761819916	20.92558084	9.300298614	7.095887661	999
66	RT334	16.61161527	13.75097697	10.86787273	13.46066024	15.45033423	11.27974301	11.97796947	10.94402712	10.28028927	14.22037724	9.794842974	6.957639694	10.14938517	16.33850881	9.146019075	12.29147083	16.15745585	14.78568466	14.75801869	16.08474619	5.351566141	11.50736305	16.35481055	12.15250853	7.415825077	13.87049508	8.974886587	13.53857994	16.61316436	8.40145029	7.561594774	10.79483049	16.41692401	6.934217741	9.089365208	15.35632776	21.03572774	17.04978623	10.82389027	11.93796763	17.23107278	9.176557499	8.010630948	15.89626852	12.67795194	13.78355101	16.15374592	7.712743675	11.53173814	6.061508598	11.37815487	15.38902891	8.095473846	10.42477862	7.197722504	14.10300985	16.86024776	10.75989681	11.11069368	12.41127681	10.28950251	14.52734812	17.81750831	16.02701983	11.82561285	14.94313325	7.613532791	9.547153412	14.17519644	12.34414026	10.699364	6.690746709	6.603434107	12.71384471	12.20358539	14.13709811	17.75989886	9.866027174	16.46782058	12.18718138	8.305128074	13.32808647	12.80915249	6.75027812	13.11818169	7.736721073	12.729416	14.42356	12.87352265	12.76777033	8.59927627	21.59983447	9.079887376	7.135353227	999
67	RT342	15.62350195	14.19958338	11.80537585	13.3345103	18.19797636	11.7107625	13.24502997	11.20293303	10.6667883	14.65411421	11.61931903	10.98296319	10.56343465	16.29989284	8.920000589	12.15120027	17.92092238	14.88460789	16.32292017	18.91432535	5.461420502	11.55686867	15.17541477	11.22410266	7.403187846	13.23877862	9.067730221	13.27683583	16.88556031	12.06688133	7.586338995	10.85987651	14.1773673	10.83828732	13.06416705	15.5772804	22.18739852	16.2868681	12.49820724	11.62353712	17.59573468	12.75967212	7.779184121	15.66741888	14.24639123	16.01317426	18.88551637	7.290611321	15.10647178	6.168017222	10.27172343	16.15367704	8.34536392	10.21427859	7.34675249	17.37603948	15.79903445	11.99613096	11.51922241	12.57046705	11.69206841	16.16181767	21.178223	15.86886468	16.02827204	17.54048894	11.69551502	10.10532143	12.88032536	13.55792611	10.21178714	9.733186938	9.94012686	11.78015391	17.93857921	14.48770188	20.59976752	10.35369822	20.9567984	13.62765124	12.88661171	11.70837483	12.9950359	10.67667369	15.00435868	8.648751024	12.99267342	14.78294744	13.05463414	11.44190993	8.981332289	21.65260779	9.30088639	7.312864042	999
68	RT350	16.91573178	13.68043913	9.083304449	16.4745498	14.5601923	12.01503782	10.4670327	11.67700051	10.21050929	14.34692407	9.350105469	5.340384291	10.02788531	17.02853952	9.933289658	15.45336662	16.37168208	12.10517539	14.74906091	15.54082713	8.550989214	10.4616165	16.11121883	12.49305569	7.514219921	13.41061009	9.453758788	17.04019729	17.09914999	4.924528959	7.46722692	11.79217196	16.6249553	5.016696946	5.243348613	12.79643019	21.59636752	18.44291545	9.989175497	12.31319421	17.78171449	5.341441388	9.410387496	16.16967447	11.73794907	11.8457787	15.67288557	7.289065539	7.834365079	5.818580943	12.34847991	14.5148195	7.384997681	9.558088322	6.812718577	12.6336566	17.78767952	8.031608932	11.17813793	12.0152506	7.807959445	14.00870924	10.60669873	16.53744327	8.052410192	11.80715323	5.260508352	8.431762829	14.87641774	11.50428969	10.48158248	4.583308211	4.502243424	13.0843449	7.647185738	14.31267719	17.09291131	7.519180511	15.37086144	9.698895676	6.228034815	14.52320053	13.03207407	4.847396119	10.56561283	6.922295665	12.63392878	12.81958864	12.31043758	14.07343384	8.250894525	20.60869697	8.661153741	6.829227167	999
69	RT358	15.97405692	13.96285919	11.56621914	12.65667669	17.65206586	11.68836845	12.53300957	11.50886502	10.55467407	14.29938134	11.90737854	11.06042951	10.32458284	16.1852211	8.87270633	11.40008201	18.97693483	14.89569395	17.44801327	20.81774241	6.022407114	11.82397202	15.15963424	11.55318282	7.449291657	13.61818849	9.098425889	13.129497	17.08997801	11.89103237	7.750003878	10.87239567	17.3813966	10.84995197	12.19002436	15.43804902	21.86319083	16.28549314	12.53844215	12.09384717	17.68928649	11.84702681	7.876643945	16.00644762	13.539509	15.79495409	20.36270817	7.51587861	14.30260233	6.1393324	10.52109481	15.72898545	8.242455767	10.09218117	7.269149689	17.33115852	16.00955826	11.87611944	11.64853895	12.48251079	11.61442829	16.44312382	21.30285456	16.22582507	15.11030416	18.06161125	11.04294681	10.33549912	13.00609038	12.91103065	10.30045339	9.411305204	9.530564319	12.16005105	16.88691372	14.44763324	20.9650582	10.8391859	21.3589031	12.95254492	12.17674958	11.97277751	12.98964474	10.42223399	14.58958288	8.196458113	13.09800748	15.21639332	13.52056088	11.63312888	8.798651343	21.91266918	9.388492489	7.275285402	999
70	RT366	15.92186607	14.50054987	8.9552545	14.92418347	14.59616295	13.04511211	9.856955283	12.40109718	11.2698114	13.59763783	10.92098512	6.637897108	11.390802	17.17763291	10.2408302	13.75614045	15.53764197	14.30423757	15.99142215	16.65608433	6.919780706	12.2730766	15.60557676	13.5993846	8.038315528	14.37525108	10.2973237	14.56192244	17.67332938	6.15953959	8.980387796	11.39027472	17.75083086	6.288377938	6.338326037	15.05024566	23.16703034	19.39621076	10.71153842	13.12670954	18.91281361	6.5229504	9.655122007	15.13512629	12.08177261	14.00507052	16.56277319	8.184974839	8.112501454	6.568898671	13.30167424	17.15103462	8.184030767	11.39887292	8.736969867	14.63268194	19.25682381	8.847254891	12.36128225	12.91549987	8.231342366	14.40842575	12.64116444	16.91611127	8.303108331	13.52885618	6.185694822	10.13443581	14.57882554	11.69297172	11.77199054	5.374472263	5.386134298	18.9071174	9.638960345	14.99780531	15.6503472	9.488680182	14.7796757	11.51738077	7.135194674	16.32298866	13.90912988	5.727505416	11.51086744	8.632281947	13.78755731	15.42817558	14.57527661	15.3423464	9.636415275	22.52683036	9.637506394	7.566353434	999
73	RT295	17.71856596	14.07186124	12.16512612	15.80404045	15.4181986	11.508376	11.50832699	10.43053745	10.27581601	14.03448789	8.851705275	6.741261818	10.42894803	15.12113623	10.92009928	14.50739316	12.80592918	15.34395191	11.43411689	10.67523407	8.191132764	10.53845066	16.91692202	11.64626849	7.60013565	12.94912157	8.684756274	16.93549326	19.95813826	6.674353639	7.590046118	10.83786274	13.24276507	6.374439266	7.53059749	16.17685852	19.25956013	17.42408122	9.318558988	12.02201685	18.88653326	7.573452979	9.672001286	16.05091316	12.06723092	10.99248491	10.50085949	7.544896135	10.46628887	5.200219902	11.88959245	13.57802174	8.147309922	6.950256861	6.521374063	12.16780075	16.84161744	11.89052114	11.11778656	13.47338837	11.17678672	11.74452054	14.53772862	14.22418281	10.95219282	13.65125949	6.572015981	8.423756637	14.43004889	11.65224893	10.41823859	5.94004839	6.056895661	11.64409504	10.6746896	14.51632479	13.69051313	8.781712771	15.89138057	10.96173713	7.529942102	14.08837478	12.7480011	6.143926855	12.94843684	6.776138979	12.45254896	12.54099065	12.90206929	13.65967605	8.490698658	18.99248747	8.714880479	6.737797313	999
74	RT303	16.97536312	14.38112258	14.75357992	14.05472141	19.53473538	11.60178126	15.60856922	11.51187161	10.73300276	15.74362235	11.11289354	11.08525293	10.18627516	16.96445687	10.1913833	13.04815461	18.65547483	16.77255216	17.10393219	17.91443828	5.835957943	11.23660662	17.0033818	13.37670028	7.739607836	13.54287011	9.769971743	15.16218301	19.99148918	12.6792792	7.303884356	10.75555884	16.26625184	10.91103563	15.13653043	17.33728549	21.59398612	18.28666642	12.40478339	11.80456474	18.48991214	14.63004057	8.09725332	18.48709333	15.00185521	15.54697707	17.71327855	7.454869994	17.27759864	6.295664923	10.70680883	15.38687295	9.656555199	10.28297998	6.813657021	17.7947324	18.06017602	14.15327661	11.42167212	13.9811077	13.66781888	17.66011446	24.27136171	16.67752094	18.15168552	19.40507653	12.83230968	10.12965925	13.23031527	14.24152423	10.37879947	10.85173661	10.98442957	13.77197025	19.1157396	14.7821427	21.16486218	11.43928806	24.03970353	14.9087471	14.13757946	11.87939383	13.04576728	11.55219585	15.79723327	7.503891563	13.04368947	14.53331109	13.28018193	11.65117662	9.464270002	21.27611057	9.724980823	7.334065503	999
75	RT311	17.49263176	14.27947801	11.51211838	15.59463217	16.29142167	12.17412811	11.85660143	11.77370587	10.97544413	14.98966472	10.5369037	7.530396562	11.51472103	17.46079247	10.64899997	14.46212197	15.43911353	15.48621908	14.19173596	14.00018301	6.964256774	11.79756352	17.0533921	12.85629354	8.553757123	14.61981368	10.09332527	16.35849672	17.6189233	7.101035391	8.452134475	11.78500462	18.7546922	7.329561653	7.791144038	16.06260631	21.39229832	19.61739038	10.3649086	12.67568825	18.05268701	7.92474254	9.692261011	16.82085776	13.73019603	13.87171789	14.11517822	8.190093399	10.84732738	6.471527149	12.67663686	15.46408308	9.195628291	9.996020405	7.497301234	13.31968865	19.23029564	10.93695719	11.95484626	13.62319899	10.56802531	14.67525573	15.66784399	16.99648764	11.30317836	14.17388557	7.033593152	9.648908923	15.03157918	13.33530863	11.69951583	6.155836402	6.294654257	13.21390782	11.17288922	14.91007763	16.40720927	9.992302232	16.05660755	11.75573687	8.160174446	15.08749346	13.72897599	6.420558696	13.09397472	7.335966912	13.35453923	14.13620195	14.82288312	14.67621048	9.218945877	21.51362396	9.648908637	7.781362083	999
76	RT319	17.30039275	13.66991789	12.89007915	14.0024025	18.44727347	11.59623281	14.84285767	10.47080826	9.94023535	14.7681197	10.17940093	10.0272153	10.13758406	14.95352162	10.16770273	13.21900195	18.0342403	15.00544527	13.85321296	16.81873228	9.703552218	10.51372585	18.79541453	13.26980576	7.019121076	12.57086988	7.777171314	15.93244998	18.55229723	11.40281205	7.845715519	10.9643106	10.25651408	9.827966337	12.69246438	15.86936623	21.10885029	16.64015936	11.5050891	12.48510093	18.45549834	12.26053088	8.193370204	16.58953012	13.34677169	14.88477118	17.19600824	7.037068015	17.07370617	5.756545159	10.47979064	13.33361957	8.625488639	7.172659866	6.740266757	16.97775788	16.95501769	12.76092606	10.80274125	12.13915214	12.23972287	16.29475129	20.93209767	14.67088061	18.00399382	18.57865333	11.41867738	9.076773879	13.95998458	13.02864709	9.29122473	9.076628586	9.218887475	13.77967918	16.90556755	14.01096456	18.60016332	8.974536145	21.90664825	13.06327353	12.80780649	10.92101225	12.34272129	9.327713394	14.85276554	7.414350787	12.30600289	14.8672776	12.39153169	10.75014082	8.880987396	21.25261961	9.123648776	7.960938718	999
