EvaGreen at 20C Ct																																																																																																
		84	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	85	86	87	88	89	90	91	92	93	94	95	96
		VPA	GOI1	GOI2	GOI3	GOI4	GOI5	GOI6	GOI7	GOI8	GOI9	GOI10	GOI11	GOI12	GOI13	GOI14	GOI15	GOI16	GOI17	GOI18	GOI19	GOI20	GOI21	GOI22	GOI23	GOI24	GOI25	GOI26	GOI27	GOI28	GOI29	GOI30	GOI31	GOI32	GOI33	GOI34	GOI35	GOI36	GOI37	GOI38	GOI39	GOI40	GOI41	GOI42	GOI43	GOI44	GOI45	GOI46	GOI47	GOI48	GOI49	GOI50	GOI51	GOI52	GOI53	GOI54	GOI55	GOI56	GOI57	GOI58	GOI59	GOI60	GOI61	GOI62	GOI63	GOI64	GOI65	GOI66	GOI67	GOI68	GOI69	GOI70	GOI71	GOI72	GOI73	GOI74	GOI75	GOI76	GOI77	GOI78	GOI79	GOI80	GOI81	GOI82	GOI83	GOI84	GOI85	GOI86	GOI87	GOI88	GOI89	GOI90	GOI91	GOI92	GOI93	Neg Ctrl
21	RT354	17.3605004	13.88459482	14.45176385	13.62897101	19.82287796	11.2085229	15.87662472	10.04897012	9.967076623	15.33564257	9.692262877	9.745727826	9.683598716	13.81580785	9.149436578	12.55507893	14.50516888	15.99422348	15.50466481	12.72240501	6.248353534	10.55284411	17.38648811	13.20113353	7.261581072	12.18681775	8.604378608	14.54106596	19.34628504	13.07126646	6.702946371	10.97773122	14.91943849	9.749949485	15.33628103	16.43359657	20.22969518	19.21037783	10.66794859	10.83380355	17.92681589	14.85155899	7.972716023	18.34860438	14.06726215	12.82664115	12.66924989	6.853519688	17.1644456	5.133089006	9.745793359	12.54383124	8.963910586	6.79794364	6.525344083	15.94837062	18.58493548	13.47016172	10.78765708	13.1426616	12.99404703	15.89520061	22.42665333	14.78133328	17.98117983	20.14836669	12.50193927	8.193163111	13.82855294	13.54203364	9.19665011	9.764350152	9.921317279	13.34044197	18.07171963	13.81845192	18.88685528	11.58769918	20.14856331	13.43651823	13.86219837	11.51227321	12.20400543	9.827216539	16.23829794	7.633777071	12.32040356	12.73364438	10.97297531	11.20521642	9.057866304	20.43992273	9.038676216	6.498927319	999
22	RT362	16.26400467	14.71156448	7.873578439	15.42608233	15.76067706	12.43494843	9.410246589	12.01112413	10.6384851	13.98998277	10.21978492	6.289935476	10.48938514	17.62755137	9.496849688	14.2804603	15.78525129	12.69611904	13.28180587	13.7556697	6.571512196	11.1306226	15.98323357	12.92482985	7.718429367	13.4756618	9.567989743	15.64774529	20.42684046	4.978305798	8.28608805	12.26422014	18.2291454	5.866460491	5.158487948	13.14220097	20.04858423	18.37096665	10.06628668	12.61330005	19.40851007	5.367950987	9.556462957	15.00141579	11.53547203	12.60484605	13.83608589	7.808748121	7.28371814	5.97519547	12.85306131	15.02607026	6.213419337	8.856352459	7.224597644	11.22917682	17.69828836	7.808366153	11.6392886	12.67279229	7.390256785	11.25807771	11.58966992	16.04422437	7.539919868	12.16226286	5.545822006	8.854617629	14.62215194	11.05617788	11.04921808	4.670487901	4.662280024	13.73787723	7.776591333	14.65190576	15.15983039	8.92637939	14.91855553	9.210061012	6.468658844	15.88922332	13.39698858	4.836763977	10.67255604	7.439009485	12.9743939	13.17941783	12.39605394	15.09270906	9.316775981	22.65760504	8.775986937	7.272289842	999
25	RT291	17.5580902	14.45314007	14.55307503	14.85424775	20.36105277	11.37985883	14.63628504	10.47233139	9.922834252	14.44205601	10.15555611	9.792206852	10.11606581	14.68067422	9.503001528	13.62365131	16.7552887	15.8895326	14.35011239	14.99727358	8.297273682	10.26663307	17.474402	12.09646231	7.026837535	12.28805562	8.652611847	16.27251444	17.01349469	11.45200842	6.86667061	10.7186676	11.31491368	9.931368435	13.32094479	16.58958714	20.18733186	16.59450851	11.06584158	11.2144569	17.34632572	12.96829851	8.72533706	17.53154596	13.05719823	13.86196313	15.11775999	6.67659717	17.45866423	5.074185181	9.988442778	12.49291652	7.85418561	7.813691737	6.127782913	16.85248574	16.07789143	14.38269869	10.53846833	13.02936287	13.76326316	15.85261593	19.90741093	14.14165584	18.45138386	18.26041656	11.05673002	8.455222818	13.62749174	12.5508693	8.982822157	9.53214816	9.680839377	12.05765042	17.75123369	14.04803316	19.41483297	8.687911647	21.3821757	12.92596968	12.16822702	11.24213964	12.03931389	9.502039112	14.97599626	6.809355608	12.05007772	13.11430731	12.37076782	10.76101624	8.699451	19.62578939	8.842843706	6.365284658	999
26	RT299	15.60858624	13.96630566	11.22580096	14.71629747	15.99488275	11.58874557	12.32969183	11.00424969	10.27929397	14.40427656	9.525989726	6.925548989	10.24848281	16.76823673	9.831436434	13.43781123	15.07205213	14.97192877	13.69286929	13.66525257	6.284869614	11.37794969	15.15093749	11.74320942	7.697091472	13.74766195	9.334619575	14.94851272	19.97688469	8.24302674	7.737809371	11.20618705	17.30252781	6.665274738	9.619359315	15.58523364	20.50683724	17.89314429	10.31071303	12.10592172	18.96363621	9.499406835	8.912122231	16.6789025	12.64662526	13.04548081	13.68024915	7.796729354	10.97273354	5.715776627	11.4123712	14.79927387	8.87751301	9.433533139	7.056098855	13.20380766	17.62884465	10.93829816	10.92673351	12.78459404	10.33971297	13.95822019	17.65752074	15.92645311	11.31124864	14.80154978	7.213122512	8.790901388	13.9441668	12.01166594	10.74177563	6.030306496	6.006262552	12.83747198	11.65080389	14.1152591	15.47702583	10.21746779	16.61698866	11.89588305	8.041092652	13.4055543	12.7502273	6.322234626	13.64522136	7.369078381	12.6610143	13.99826552	13.60403517	13.2086396	8.546911738	19.13729826	9.030966422	6.940449454	999
27	RT307	15.64468348	14.51783959	13.12249431	13.39713185	18.24161607	11.79051107	13.24999434	11.64415487	10.90259323	14.95347749	11.04957817	9.77317222	11.2539095	15.74512804	10.04572917	12.26850622	15.85389911	15.73978333	16.04052727	15.39664741	6.523663663	11.41622606	15.44875163	12.4491258	7.888218956	13.56921021	9.459697218	14.07593046	17.33658704	10.6818799	7.859587637	10.96599812	16.78438452	9.381425703	12.04350241	16.37366204	21.80115468	16.60409994	12.12003162	12.30205404	17.62554681	11.67416275	8.073814369	17.25292864	14.17370581	15.18971509	15.455597	7.362685617	13.9370105	6.041741528	10.74763319	15.08626801	8.975080186	9.893684349	7.649872814	15.9737061	16.36822828	12.67947939	11.65428261	13.11182345	12.37232278	15.64761929	19.91536215	14.6894144	14.57434299	17.37694627	9.7686574	9.827699291	13.11528758	13.34735342	10.51430732	8.812120799	9.015860803	13.7838207	15.04990873	14.40223924	18.36923247	10.31981802	19.54167863	13.54975196	10.97509624	11.91664727	13.25911451	9.134616002	14.7497481	8.566317268	13.24596364	14.61395103	13.8843778	11.76737394	9.276546008	20.64650743	9.359817993	7.241641941	999
28	RT315	16.70419443	12.57001357	10.85270628	16.08711727	14.0837328	10.39542938	11.20675045	9.639153057	9.588426102	14.32647056	8.362662689	6.277628603	9.660984916	16.25365727	11.61828292	14.80268868	14.55611335	15.33508691	10.69142968	12.50407126	8.413859638	9.733195569	16.15026484	11.47517732	7.02381805	13.00799481	8.512319587	17.03916705	19.15353995	5.875719702	7.010879176	10.20415727	12.34559521	5.896292402	6.791454407	16.01632551	20.46489539	18.39332769	8.982454467	11.26096734	19.1787158	6.896927129	9.234865694	15.85378782	12.28919238	11.64342901	12.55705356	6.873010948	8.86709237	5.056926334	11.14185841	13.24489535	8.359459367	7.289805184	5.600370409	10.82540552	17.76553841	10.3990453	10.13232581	11.9128319	9.66165686	13.12258886	12.16204213	14.53702789	9.090781198	12.26271018	5.340643076	7.941542022	13.42654919	11.79079436	10.03848972	4.770524376	4.751116777	11.44337597	9.300001673	13.55093838	12.99407092	7.755352972	15.00578789	10.20134333	6.325365272	13.34255257	11.87991875	5.517564003	12.16705276	6.03742559	11.67348589	12.0464284	12.97280569	12.93810528	7.644245284	20.84220894	8.668254174	6.114900274	999
29	RT323	15.8972964	14.12566098	12.52889298	12.82801811	17.72705731	11.51787731	14.32246093	11.31426947	11.11547283	14.97326758	11.898727	10.95233688	10.37812211	15.68673888	9.431404241	11.66194058	17.82037533	15.4468394	18.16770099	19.90810947	5.320135742	12.08867947	16.19264	13.60407856	7.654640933	13.89570933	9.540780581	13.06459925	18.96554212	13.44954073	7.707063785	11.22422562	15.55261438	10.90709238	14.41416382	16.1548787	21.01780921	18.21940737	12.71302237	11.97135627	18.71496438	13.74406514	7.476760218	17.63259424	14.55940339	16.41012087	19.99507074	7.677777803	16.62112549	6.103550637	10.35492228	16.57812888	8.277457392	11.63637231	7.733890882	16.85858922	17.32044159	12.26048145	11.54502493	13.02708898	11.72182768	16.23047569	21.50038781	15.7979623	17.18071778	18.99416612	12.57542733	10.31237252	13.19949135	13.66330317	10.27922589	9.931492763	10.0687486	16.83852365	18.78421296	14.39390085	22.72117708	11.0062146	22.26056723	14.35669769	13.8660401	11.70014468	12.87008917	10.38832247	15.13804975	8.919953611	12.98363827	15.04323431	11.71725179	11.32141723	9.063287701	21.05087696	9.433140366	7.325589924	999
30	RT331	16.67942427	15.64617031	12.55419921	15.05973712	17.436929	13.20769811	13.35412246	12.52470395	12.77614849	15.68859534	12.41583668	8.859661845	12.01302506	16.82511641	11.04762488	13.7097401	16.62888182	16.11177471	17.13693508	19.00760042	6.210935749	13.54427973	17.24309538	14.10051784	9.203480113	15.61089327	11.01571236	15.0323286	21.20710361	10.28479024	9.516319382	12.94966608	15.68260455	8.831483061	11.65941078	16.2789706	22.4330086	21.00528633	13.17865039	13.25381008	20.1782987	10.73940256	8.986031957	17.89230181	14.78695368	15.86111352	18.99062709	8.23854171	13.84057136	6.605733715	13.39723596	17.07370833	9.075799203	13.32939445	8.983160573	15.64520882	20.91167935	12.30108823	13.02341199	14.35062134	11.30410512	15.72586624	19.68120812	16.7612487	14.47432236	16.92730502	9.105162626	10.87136796	14.86612175	14.13478839	12.0906756	8.215199981	7.96782852	18.24013024	14.69404127	15.45166478	20.04587683	10.83505899	17.60296951	13.64056745	10.20120965	14.34162092	14.84439171	8.589165059	15.1102269	9.579688159	14.3590895	15.8595944	12.79291747	14.49915711	10.11706438	25.38774357	10.38761743	8.764535554	999
31	RT339	17.85221364	14.79821242	16.01732936	14.9368147	20.75331447	11.97503093	17.21853635	10.87003694	10.13503942	15.85576617	10.79043779	10.95592729	10.37482015	15.71860465	10.60809144	13.96396076	17.01341736	16.69962578	17.36158776	16.92460845	8.57949954	11.40202173	16.94061833	12.88283058	7.376400868	12.32279739	9.381069199	16.3293806	16.61020586	13.5231256	6.98945642	11.5725617	17.93309605	10.74616933	17.35845893	17.09797119	20.99091029	20.50657028	11.25740972	11.21743954	17.15030105	16.2678313	8.813971525	18.4269369	13.66262977	14.71481494	16.88767789	7.546588942	18.04734637	5.777892746	10.44563107	13.82783108	9.933039824	9.139610839	6.806885506	17.3110863	20.11264455	15.11160527	11.44413502	13.40427191	14.69960355	17.7936343	23.68004528	16.21703382	19.75488968	20.10388333	14.27188798	8.661780036	14.86737793	13.13094042	9.384870291	10.28462484	10.47669947	13.17463358	20.18805034	14.2466652	20.08862442	10.9512309	22.67891774	13.65953767	15.24582499	11.29385821	12.54521488	10.42219946	16.35959046	7.83993314	12.48925812	13.07873081	12.07483412	11.08765991	9.240217913	21.61174945	9.370726871	6.824179903	999
32	RT347	15.25920674	15.97791332	11.19820863	15.84991225	16.0498825	13.79160925	11.06687357	12.61120332	12.62214948	14.28267903	11.8662887	8.115157298	12.45678642	18.08417647	11.94276692	14.7954616	16.73480632	16.24735328	15.53452559	17.02714902	7.583131787	13.52230441	14.77015636	12.43960558	8.380910783	15.67666756	11.096235	15.50393087	19.86595495	7.94177844	9.700263297	12.57344762	15.794416	7.917007481	8.095242993	16.49292582	22.64629507	21.04326241	11.90091105	13.3913686	20.27573082	7.894046037	10.36509934	16.13946808	15.48800393	15.48047465	16.73895874	8.004139443	9.93597987	6.890987173	13.94076507	17.63567361	8.353418276	11.09060603	9.886177921	14.42469671	20.54959171	11.05733425	13.21711142	13.90345639	10.18083629	13.92090571	15.70188044	16.36692987	10.41675758	14.00565267	7.274751886	10.9825461	14.60654837	14.11084099	12.4468475	6.819270444	6.794052455	18.74616313	11.24925669	15.17222607	17.13017855	10.13397302	15.27168505	11.13452008	8.125910774	17.08554192	14.40873794	7.133473637	13.44955234	10.28746722	14.25286186	15.95598766	13.51547783	15.76504907	10.5421553	23.30127266	10.14349682	8.300298675	999
33	RT355	16.62679752	14.96157232	12.00888191	14.02774337	18.20984486	11.95339881	13.43732138	11.38815059	10.69730736	15.35886894	11.31246609	10.2115567	10.43277518	16.56757003	8.919318928	12.81753027	17.39534357	14.8594442	16.7124178	19.55065905	6.265065084	11.76527889	16.78779664	13.4692263	7.740529026	13.52179955	9.244126059	14.81103231	20.09320511	11.7264959	7.772521629	11.8280406	18.52966337	10.1710589	13.33703386	15.37546886	22.11310294	16.7550743	12.5057242	12.0732103	18.90547882	12.9238187	7.990698697	16.28123166	13.28861938	14.92877726	19.22726281	7.408300693	15.10971947	6.090017822	10.5232071	14.66436677	7.933331088	9.164258234	6.641821736	17.32509545	16.16308515	12.38677924	11.5622054	12.3209503	11.5742588	16.19385505	23.01515857	16.55220935	15.77845574	17.54934589	11.38558396	9.71714951	13.34987565	12.80668629	9.978827726	9.527406146	9.594711927	13.87450373	17.22487423	14.88757647	20.23084651	10.23825326	20.184977	13.19841893	12.53831491	11.74533789	13.08844609	10.38353685	14.4326177	7.666174902	13.13744155	14.30639771	12.36342252	11.63089879	9.009670539	22.0723843	8.961754512	7.36149364	999
34	RT363	17.84364945	13.03862322	12.56733886	15.82829468	15.24781985	11.45225324	13.39562384	10.68743917	9.872067845	13.89648873	8.79082251	6.108178367	9.804123895	16.0389851	12.09423882	14.75371942	14.02738972	16.3369702	12.14900443	12.70683238	9.263617469	11.40292751	16.94486531	14.56444309	7.348244114	14.24992307	9.355909267	16.30956538	15.90923507	8.723409031	7.574795052	11.58857207	16.71147056	5.825752501	10.14981506	16.96045729	20.76793659	19.29986529	9.389572888	11.93092989	16.3933749	10.1888133	10.45131685	16.72204759	9.650933551	11.64717192	12.61490819	7.604996074	9.037863609	5.471899194	10.74547682	14.40366506	10.46297372	8.087822919	6.713414155	11.56110719	18.51624483	9.905306198	10.90316151	11.51228028	9.558807181	12.69838525	15.83448116	15.77183388	9.117953441	16.24292072	6.640363382	8.121456643	15.19918138	9.229253034	10.52649506	4.989128953	5.026753501	15.74723717	11.36087122	13.988005	14.03594079	11.66203157	15.60984011	10.76047769	7.473023277	13.09490742	12.47053882	5.402035464	13.82307265	7.107291679	12.43077238	12.72423725	15.00600356	12.91559481	7.824846313	20.24930741	8.988251738	6.461212265	999
37	RT292	16.02323959	15.13768483	13.80266357	14.4887094	19.70771068	12.50022952	15.1674124	12.19664128	11.24898345	15.78531585	11.63366413	11.23159621	10.99859944	17.06443597	10.78880507	13.38762609	16.83303526	16.54340186	17.23591068	17.67072984	6.706598631	11.87634388	15.49820533	12.46973106	8.257501853	14.21273277	9.928241218	15.08699646	20.38030543	12.5316627	8.138044239	11.85282583	17.78517375	10.96545491	14.87728387	17.03912607	21.41879908	17.55105902	12.87857519	12.51189126	18.57411125	14.06559179	8.986255554	18.16576439	14.82116885	16.00991297	17.37950359	8.160858721	15.8973913	6.507470615	11.05793342	15.91793853	10.29446026	11.0622816	7.780342353	17.6204074	17.2864932	13.74255243	11.86139838	13.83007598	13.34139701	16.65614801	22.88441287	16.73229522	16.92673268	19.01127334	12.66449575	10.2893526	13.91701656	13.85704542	10.83239252	10.14377438	10.43456949	13.63256577	19.74263799	14.82958349	20.45559915	11.67055058	24.0207072	14.4295982	13.97950364	12.29112613	13.51107557	11.27184792	15.95234747	8.555299248	13.40914908	15.19945739	14.36213426	12.27695441	9.87867514	21.45921919	10.07678376	7.657838544	999
38	RT300	16.52276986	14.11392582	12.41610446	15.09758278	16.85633831	11.92345707	12.59559276	11.63750975	10.75996094	14.97893397	9.955441382	7.514820465	11.0381448	16.96111216	10.16593451	14.07868507	16.02939086	15.36273238	14.66283856	14.57997967	6.744865744	11.84748924	16.37106317	12.45285038	8.173884387	14.38456315	9.732070648	15.56004542	17.13214361	7.616533651	7.991497509	11.39373277	18.31378687	7.026252389	8.685135077	15.79200536	21.78529994	18.62422463	10.60485022	12.60050042	17.83725649	8.945889622	9.092187955	16.57957294	13.04703786	13.08180744	14.40943815	8.095597168	11.97695987	6.16341169	11.7095164	15.33850971	8.977502258	9.663116671	6.926692927	13.52274255	18.24294119	11.52346649	11.49835837	13.40908105	11.16908567	14.52025427	16.63687967	16.57119919	12.40533124	14.35232285	7.235678692	9.310996195	14.3633519	12.56975945	11.02061179	6.534345081	6.622455243	12.77233874	11.83375769	14.34652455	16.91411138	9.743736513	16.30666763	11.82659269	8.326086659	14.15620159	13.29393693	6.671108878	13.49392731	6.935506627	13.14503927	13.95784459	14.24276165	13.82953751	8.529710441	19.54649924	9.476677795	7.515300641	999
39	RT308	17.19349322	13.69303194	10.30026995	15.83937634	14.94591746	11.63509836	10.17097633	10.66335096	10.23312894	13.85452103	9.324781126	6.800177166	10.64532025	15.90323633	11.57812293	14.61846595	14.20398467	14.9691348	10.22877218	10.35546406	8.381200773	10.2144488	16.08843883	11.62614705	7.514078499	12.82962727	8.632317645	17.09997806	20.08367733	5.564848732	7.885972879	11.14142044	13.26685229	6.352009019	5.748390729	15.42630142	18.81502034	16.65377018	9.361658821	11.85443759	19.55503503	5.930471758	10.22959425	15.9281052	12.06952565	11.51277878	10.42968058	7.130174577	8.401432693	5.332611855	12.16140311	13.5128105	7.512552011	7.081156925	6.438632204	11.18690423	16.04440643	9.750050599	11.11088933	13.30401778	9.065664126	11.69793862	12.42664139	14.24458572	8.93574573	12.54314798	5.80853084	8.38337838	14.32570352	11.57012661	10.33974586	5.409273487	5.310749203	11.59754724	8.590653048	13.95178922	12.84641596	8.768817547	15.09693585	9.495993415	6.797004755	14.67992283	12.63716694	5.444092761	12.02517106	6.629035187	12.21303706	12.5544509	12.77410916	14.23817289	8.542707297	20.26194239	8.691104229	6.667509951	999
40	RT316	17.66069586	12.36661361	10.6513488	16.19495786	14.59135908	11.09236219	12.07629275	10.52948425	9.603371755	14.33612063	8.707216863	5.982425856	10.03923833	16.43757131	12.80811333	15.05208539	14.65693581	15.44083085	11.05215731	11.22284494	9.357129854	9.838176025	16.7982413	9.349829745	7.412255405	13.71622344	9.069526068	17.13007323	16.45066196	5.886483058	7.231014532	10.90833792	11.25242661	5.559435711	7.049708552	15.8502978	20.61080597	19.02260557	8.626110525	11.59527764	17.21709606	7.135207736	10.29101578	16.01139197	11.21918628	12.00494694	11.11516129	7.40640089	8.230208287	5.283315943	11.36129377	13.6312628	9.670732548	7.670444211	6.081354869	11.07592053	18.37350134	9.374531177	10.59554867	12.08102118	8.720344513	12.02412035	12.89305262	15.272642	8.517428901	12.84523108	5.569085372	8.075490259	14.48839772	10.69975317	10.30159985	4.779731883	4.61915363	9.002910274	8.619454405	13.61304341	12.42219082	9.403141198	15.64728626	9.972894679	6.556100078	13.65883107	12.3555316	5.035862847	12.20176581	6.250207414	11.91890455	12.52007287	14.31446897	13.44339089	7.535180076	19.90781589	8.747059601	6.349220422	999
41	RT324	17.61427493	16.12095327	6.045415656	16.89074548	16.85189165	14.50431973	8.659052141	11.89305251	10.90316336	14.07274623	11.14668201	9.833776228	11.58704651	15.83908262	12.58832839	15.96805188	13.5010897	14.43187477	9.457456697	8.321815864	8.869398077	12.22761312	15.72935369	13.49478321	7.775208098	13.08498727	8.919699115	19.67496026	17.69701455	7.512997937	9.094201185	13.77354338	11.35373403	9.554541988	8.486717365	15.00943359	16.80742631	13.70976417	9.731006536	12.01656302	18.41741946	8.4535152	12.16441071	15.29056026	10.59683571	12.69859859	8.195487115	7.610435233	9.449412794	5.162728298	14.14631804	12.54530941	4.59229242	9.033772809	7.996454208	9.527556988	12.9557662	7.302020058	12.32250345	12.63534264	7.02844692	9.484597122	15.50387037	10.44363166	9.881753028	18.02934816	7.282093703	7.776027621	13.45684138	10.05149474	11.18337843	7.563631958	7.710905087	13.6105922	9.224066413	14.69487373	18.39515243	9.918819719	17.44704237	8.696836734	8.242005523	15.03165047	12.73650619	6.83015021	12.9009986	7.921318871	13.15987219	12.7518546	12.56740598	14.71738581	10.35119008	20.75294655	9.896133863	7.561517458	999
42	RT332	17.6269049	16.32306881	5.064382703	16.81209885	16.32022207	14.21309418	8.034343149	11.7641919	10.50484078	13.25075227	10.92222429	9.347775104	11.11276147	15.31119351	12.0849874	15.53598563	12.14596654	13.33874064	9.18710441	7.185013421	8.519670164	12.02561202	13.72714677	13.37131168	7.817627487	12.54233808	8.550087282	19.9346331	17.08583503	6.910363224	9.005903165	13.4737298	10.49564381	9.273592368	7.907331067	13.95516337	14.45942141	13.5760831	8.812173465	11.76943909	17.75554175	7.745791942	11.52248101	14.9682928	10.1869474	12.66464875	7.284409411	7.636343638	8.231850923	4.833784286	14.03559176	12.02232697	4.224226692	8.733213784	7.648871344	9.092302387	13.01966551	6.509710206	11.89153605	11.95208009	6.138442287	8.912895908	15.34810125	9.788392063	8.694217805	17.99478176	6.799661999	7.313464583	13.12554451	9.536616349	10.96241822	6.865875093	6.951854332	13.16075861	8.746581817	14.48867988	17.70603544	9.558966361	16.73322917	8.384015734	7.603871435	15.16405019	12.28830586	6.135874193	11.79463343	7.631058735	12.51006425	12.12450335	11.87081762	14.89017691	10.16618021	20.57929328	9.499508621	7.182984857	999
43	RT340	16.1454786	14.0846096	14.45676332	13.35379145	18.90062091	11.26792893	15.23955851	10.59143572	10.28420925	15.34213072	10.69704666	10.57137584	10.04834895	16.38636467	9.402625773	12.47406098	17.44703615	16.12309331	16.81628125	18.23861288	5.700483299	11.08310859	16.19307425	13.11831723	7.513188464	12.91766882	8.76663219	13.65625185	15.94104762	12.01147833	7.003732445	11.23501892	16.79990795	10.2746071	15.03814849	16.67602498	22.36680367	18.18984013	11.81593148	11.09392653	16.5926767	14.43779689	7.629926941	16.84722125	14.6782331	15.43185101	18.0542529	7.463208005	16.59443994	5.707670451	9.688034728	15.00915414	9.11063437	8.793987985	6.463946757	16.49443731	17.90192525	13.44731636	10.91324371	13.02074744	13.23381999	16.54084443	21.71626698	15.85622888	17.63577823	19.07665897	13.12026321	9.163732961	13.49649791	13.81325921	9.605407037	9.993103502	10.0743111	14.34470329	19.55281459	13.76045305	20.30600547	11.22456027	23.22399098	13.33255634	14.34731806	11.23127025	12.12634546	10.64881166	15.49512801	7.683819105	12.4422636	13.93397938	12.6812243	11.10787442	8.801734806	20.82188629	9.164004045	6.804197955	999
44	RT348	16.53321516	14.22535032	10.28746073	16.24743755	15.01276809	12.79494396	10.28750725	11.88638885	10.75083217	13.83405872	10.7897851	6.614096997	10.28937298	16.90152159	10.86001819	15.15886663	17.16817767	13.74822245	15.65182753	17.57313589	8.483935512	11.57249549	16.06128596	12.79105818	7.74163962	14.54652443	10.01146635	16.42283235	17.36229117	5.825416685	8.399875422	11.84619179	15.97319431	6.202375934	5.945057871	14.25675661	21.58555358	17.82944458	11.22815127	12.43710339	18.14331807	6.100567173	10.03819957	15.75703915	12.60312701	13.18375445	17.51156095	7.916258937	8.16918166	6.23169443	12.83227938	15.53627694	7.824803529	10.39906548	7.744277702	14.20806567	17.15724469	9.404455525	11.43679537	12.20569288	9.0542297	15.78445034	11.86079083	16.1539695	8.531185705	12.77287106	5.56436829	9.522939131	14.39170138	12.02569648	10.77367739	5.190601564	5.213088887	13.41363717	8.584282682	14.34838751	17.44522058	8.174564464	15.09600873	10.18810112	6.394904874	14.77029932	12.86065846	5.605779706	11.31054947	7.624516252	12.77085318	14.50478176	13.1344977	14.29664871	8.882390905	21.28208484	9.279670988	7.179990837	999
45	RT356	17.62307134	14.47220632	14.90520282	14.57900645	20.96204563	11.6186177	17.29760808	10.49389478	10.07771756	15.54358615	10.03887028	9.987462368	10.29716735	14.71975182	9.901115168	13.44055102	14.794028	16.08316321	16.08864646	15.28185267	7.596237719	10.89378611	17.59789114	11.54725411	7.323762614	12.39865332	8.504621496	15.64216778	16.17526047	12.83304733	6.843706622	11.23166281	16.93755966	9.854534348	15.64927632	16.43942674	20.21458647	17.77512235	10.93126963	11.00351069	16.84820692	15.2525527	8.40922215	17.10834462	13.21031494	14.13224744	15.12389128	7.224197285	17.11206825	5.338426641	9.976971403	13.18320269	9.437967554	7.260005452	6.599828689	16.82671298	17.40385767	13.48934251	10.83517104	13.04620798	13.21683664	16.44471638	20.84077624	14.79833598	18.05660761	19.76680314	13.13557718	8.382463627	13.4920492	12.61768548	9.184010344	9.990209161	10.07895091	11.26476414	18.3484934	13.97283628	19.33307246	11.96163453	21.83383796	12.93112035	14.52427484	11.32699847	12.04901534	10.04636391	15.86973793	7.802796967	12.2215815	12.80425329	11.407667	10.97142926	9.092187447	22.96333052	8.967693719	6.647742779	999
46	RT364	18.14440478	13.44670925	10.62153685	16.48813123	15.78745938	12.06351155	12.91777962	11.41442236	10.58772971	14.87934573	9.521352805	6.57935668	10.47096072	16.98788215	12.02149017	15.46899033	14.90640632	15.41074811	12.65365471	13.63072758	9.224540423	11.2121872	17.25149943	13.08740221	7.903437103	14.43190603	9.666432599	16.99219387	17.17340184	7.059160216	8.081587867	11.98848858	16.87745471	6.095725952	7.922629175	16.1119316	20.95431547	19.77372822	9.884056447	12.48780071	17.85359565	7.993904457	10.62288051	16.68627035	10.89111403	12.1623724	13.58477581	7.966254958	8.560399095	5.931047337	11.90135463	14.63905918	9.655845753	8.295895821	6.951806019	11.91702091	19.08676581	8.894018712	11.56880993	12.21058017	8.571435496	12.825215	13.201614	15.98451673	8.795845213	14.8424978	6.483753332	8.75082501	15.52510281	10.37785537	11.01014889	5.263302647	5.220372839	13.02595762	9.694694051	14.56918016	14.3136107	10.99752095	15.94466861	10.37107282	7.216929326	14.37785979	13.16016816	5.512778606	12.48040276	7.435498155	12.95090114	13.07744287	13.05726995	14.35322382	8.656688503	21.13409248	9.379652919	6.839459181	999
49	RT293	16.65185209	14.18497439	13.14876545	13.65919759	18.79892433	11.11982978	13.86159494	11.0917487	10.229113	14.95347693	10.70839082	10.17391549	10.23524429	16.16830178	9.038470551	12.4417833	17.08616468	15.30864801	16.61757399	17.4856006	5.761578154	10.76122962	16.40048736	11.86303653	7.481806509	13.42507117	8.633284751	14.59978692	16.2558443	11.08595414	7.061227702	10.55075339	18.40605808	10.04993124	13.4616088	15.79159671	21.46034725	17.01846336	12.10610636	11.71545796	16.76564756	13.17522208	7.937973967	17.2438785	14.15580374	14.61600236	17.64456197	7.488015211	15.7093951	5.71205098	10.14584168	14.63718016	8.728214342	9.569422414	6.25903358	17.57852334	16.70243039	13.40222835	10.93953431	12.77731575	12.85413794	16.98049947	24.40004361	16.19930957	16.56409146	18.27617888	11.46743343	9.346262409	13.21730004	13.56496384	9.997715499	9.999785719	10.1305911	12.37400504	18.41203497	14.53084608	19.55726131	10.10436095	21.59109672	13.78565867	12.62055552	11.68175271	12.63601373	10.93106685	14.88745805	6.896454857	12.76465093	14.42327561	13.85175057	11.35650079	8.953072289	19.45085872	9.433467202	7.222955436	999
